"join_id","claim_id","register","register_class","source_id","evidence_role","locator","independence_group","notes"
"CS-0795","DE-CAND-197","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0796","DE-CAND-197","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0797","DE-CAND-197","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0798","DE-CAND-197","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0799","DE-CAND-198","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0800","DE-CAND-198","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0801","DE-CAND-198","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0802","DE-CAND-198","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0803","DE-CAND-199","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0804","DE-CAND-199","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0805","DE-CAND-199","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0806","DE-CAND-199","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0807","DE-CAND-200","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0808","DE-CAND-200","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0809","DE-CAND-200","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0810","DE-CAND-200","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0811","DE-CAND-201","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0812","DE-CAND-201","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0813","DE-CAND-201","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0814","DE-CAND-201","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0815","DE-CAND-202","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0816","DE-CAND-202","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0817","DE-CAND-202","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0818","DE-CAND-202","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0819","DE-CAND-203","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0820","DE-CAND-203","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0821","DE-CAND-203","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0822","DE-CAND-203","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0823","DE-CAND-204","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0824","DE-CAND-204","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0825","DE-CAND-204","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0826","DE-CAND-204","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0827","DE-CAND-205","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0828","DE-CAND-205","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0829","DE-CAND-205","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0830","DE-CAND-205","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0831","DE-CAND-206","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0832","DE-CAND-206","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0833","DE-CAND-206","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0834","DE-CAND-206","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0835","DE-CAND-207","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0836","DE-CAND-207","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0837","DE-CAND-207","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0838","DE-CAND-207","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0839","DE-CAND-208","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0840","DE-CAND-208","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0841","DE-CAND-208","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0842","DE-CAND-208","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0843","DE-CAND-209","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0844","DE-CAND-209","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0845","DE-CAND-209","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0846","DE-CAND-209","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0847","DE-CAND-210","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0848","DE-CAND-210","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0849","DE-CAND-210","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0850","DE-CAND-210","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0851","DE-CAND-211","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0852","DE-CAND-211","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0853","DE-CAND-211","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0854","DE-CAND-211","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0855","DE-CAND-212","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0856","DE-CAND-212","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0857","DE-CAND-212","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0858","DE-CAND-212","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0859","DE-CAND-213","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0860","DE-CAND-213","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0861","DE-CAND-213","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0862","DE-CAND-213","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0863","DE-CAND-214","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0864","DE-CAND-214","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0865","DE-CAND-214","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0866","DE-CAND-214","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0867","DE-CAND-215","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0868","DE-CAND-215","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0869","DE-CAND-215","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0870","DE-CAND-215","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0871","DE-CAND-216","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0872","DE-CAND-216","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0873","DE-CAND-216","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0874","DE-CAND-216","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0875","DE-CAND-217","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0876","DE-CAND-217","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0877","DE-CAND-217","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0878","DE-CAND-217","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0879","DE-CAND-218","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0880","DE-CAND-218","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0881","DE-CAND-218","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0882","DE-CAND-218","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0883","DE-CAND-219","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0884","DE-CAND-219","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0885","DE-CAND-219","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0886","DE-CAND-219","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0887","DE-CAND-220","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0888","DE-CAND-220","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0889","DE-CAND-220","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0890","DE-CAND-220","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0891","DE-CAND-221","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0892","DE-CAND-221","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0893","DE-CAND-221","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0894","DE-CAND-221","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0895","DE-CAND-222","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0896","DE-CAND-222","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0897","DE-CAND-222","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0898","DE-CAND-222","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0899","DE-CAND-223","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0900","DE-CAND-223","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0901","DE-CAND-223","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0902","DE-CAND-223","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0903","DE-CAND-224","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0904","DE-CAND-224","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0905","DE-CAND-224","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0906","DE-CAND-224","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0907","DE-CAND-225","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0908","DE-CAND-225","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0909","DE-CAND-225","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0910","DE-CAND-225","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0911","DE-CAND-226","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0912","DE-CAND-226","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0913","DE-CAND-226","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0914","DE-CAND-226","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0915","DE-CAND-227","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0916","DE-CAND-227","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0917","DE-CAND-227","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0918","DE-CAND-227","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0919","DE-CAND-228","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0920","DE-CAND-228","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0921","DE-CAND-228","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0922","DE-CAND-228","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0923","DE-CAND-229","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0924","DE-CAND-229","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0925","DE-CAND-229","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0926","DE-CAND-229","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0927","DE-CAND-230","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0928","DE-CAND-230","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0929","DE-CAND-230","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0930","DE-CAND-230","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0931","DE-CAND-231","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0932","DE-CAND-231","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0933","DE-CAND-231","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0934","DE-CAND-231","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0935","DE-CAND-232","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0936","DE-CAND-232","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0937","DE-CAND-232","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0938","DE-CAND-232","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0939","DE-CAND-233","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0940","DE-CAND-233","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0941","DE-CAND-233","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0942","DE-CAND-233","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0943","DE-CAND-234","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0944","DE-CAND-234","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0945","DE-CAND-234","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0946","DE-CAND-234","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0947","DE-CAND-235","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0948","DE-CAND-235","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0949","DE-CAND-235","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0950","DE-CAND-235","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0951","DE-CAND-236","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0952","DE-CAND-236","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0953","DE-CAND-236","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0954","DE-CAND-236","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0955","DE-CAND-237","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0956","DE-CAND-237","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0957","DE-CAND-237","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0958","DE-CAND-237","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0959","DE-CAND-238","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0960","DE-CAND-238","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0961","DE-CAND-238","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0962","DE-CAND-238","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0963","DE-CAND-239","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0964","DE-CAND-239","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0965","DE-CAND-239","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0966","DE-CAND-239","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0967","DE-CAND-240","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0968","DE-CAND-240","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0969","DE-CAND-240","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0970","DE-CAND-240","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0971","DE-CAND-241","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0972","DE-CAND-241","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0973","DE-CAND-241","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
"CS-0974","DE-CAND-241","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-023","CONTRIBUTING","","IG-SRC-019",""
"CS-0975","DE-CAND-242","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-065","CONTRIBUTING","","IG-SRC-056",""
"CS-0976","DE-CAND-242","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-059","CONTRIBUTING","","IG-SRC-059",""
"CS-0977","DE-CAND-242","03-REGISTERS/domain-e-cdial-loan-candidates.csv","DATA","SRC-022","CONTRIBUTING","","IG-SRC-021",""
